SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND,Rainfall_Category,Lag_1,Lag_2,Lag_3,Rolling_3,Rolling_5
Telangana,1982,5.7,0,4.2,22.2,37.1,123.8,265.6,184.1,174.4,100.8,15.3,0,933.2,5.8,63.6,747.8,116.1,Normal,1143.5,922.6,791.7,952.6,995.62
Telangana,1983,0,4.2,1.7,3.9,38.4,158.8,301.5,416.8,378.2,185.4,1,7.5,1497.5,4.2,43.9,1255.4,194,Normal,933.2,1143.5,922.6,999.7666666666667,1020.5400000000001
Telangana,1984,7.3,8.1,4.7,11.4,3.5,104.9,277.8,119.8,111.8,91.1,2.2,0,742.8,15.5,19.7,614.4,93.3,Drought,1497.5,933.2,1143.5,1191.4,1057.7
Telangana,1985,5.7,0,4.7,15.5,13.6,181.4,223.8,160.8,70,108,0,2.3,785.9,5.7,33.9,636.1,110.3,Drought,742.8,1497.5,933.2,1057.8333333333333,1047.92
Telangana,1986,29.4,60.3,1.9,21.5,9.1,115.5,234.9,406.8,65.6,24.6,20.4,17.3,1007.3,89.7,32.5,822.8,62.3,Normal,785.9,742.8,1497.5,1008.7333333333333,1020.58
Telangana,1987,15.3,1,18.4,9.5,30.5,133.1,275,221.6,60.1,94.7,116,1.8,976.9,16.2,58.3,689.8,212.5,Normal,1007.3,785.9,742.8,845.3333333333333,993.34
Telangana,1988,0,6.5,1.1,26.6,3.4,135.8,656.2,341.7,313.4,50.5,2.4,7.2,1544.9,6.5,31.1,1447.2,60.1,Normal,976.9,1007.3,785.9,923.3666666666667,1002.0799999999999
Telangana,1989,0,0,39.2,1.9,4.9,238.5,406,277.7,165.4,17.4,1.4,8.6,1161,0,45.9,1087.6,27.4,Normal,1544.9,976.9,1007.3,1176.3666666666668,1011.56
Telangana,1990,4.2,4.1,35.2,1,159.8,245.1,180.2,471.1,132.1,180.2,12.4,0.1,1425.7,8.3,196.1,1028.6,192.7,Normal,1161,1544.9,976.9,1227.6,1095.2
Telangana,1991,21.7,4.1,8.9,21.6,34.4,194.5,268.8,122,100.8,29.4,36.8,6,849.1,25.8,65,686.2,72.2,Normal,1425.7,1161,1544.9,1377.2,1223.16
Telangana,1992,4.8,0,2.5,10.7,20.6,180.5,180.5,271.8,99,47,46.1,0,863.5,4.8,33.9,731.8,93.1,Normal,849.1,1425.7,1161,1145.2666666666667,1191.52
Telangana,1993,4.9,2,12.9,13.1,29.4,83.9,291.8,146.4,187,100.9,0.1,13.2,885.6,7,55.3,709,114.2,Normal,863.5,849.1,1425.7,1046.1,1168.8400000000001
Telangana,1994,8.6,12.5,0,21.5,20.4,115.3,308.2,256.3,53.9,143,36.2,0,975.7,21.1,41.8,733.6,179.2,Normal,885.6,863.5,849.1,866.0666666666667,1036.98
Telangana,1995,98.7,0.5,22,16,35.6,135.4,282.1,209.2,141.1,332.7,12.6,0,1286,99.3,73.6,767.9,345.3,Normal,975.7,885.6,863.5,908.2666666666667,999.9200000000001
Telangana,1996,0,7.9,4.7,31.1,13.6,115.9,264.1,295.9,160.2,72.4,13.2,7.8,986.8,7.9,49.4,836.1,93.4,Normal,1286,975.7,885.6,1049.1,971.98
Telangana,1997,22.6,0.9,20.2,43.4,21.3,85.5,156.7,154.5,169.1,87.9,46.9,46.9,856,23.5,84.9,565.9,181.7,Normal,986.8,1286,975.7,1082.8333333333333,999.52
Telangana,1998,5.2,22.2,15.2,15.5,27.9,149.4,264,290.5,209.3,79.4,14.5,0,1093,27.3,58.5,913.2,93.9,Normal,856,986.8,1286,1042.9333333333334,998.02
Telangana,1999,0,9.3,4.6,1.7,74.8,141.6,205.2,190.9,177.6,55.7,2.2,0,863.8,9.3,81.2,715.4,58,Normal,1093,856,986.8,978.6,1039.5
Telangana,2000,0.6,16.8,1,16.3,48.8,253.2,220.9,420.5,70.7,20.2,6.4,2.5,1078,17.5,66.1,965.3,29.1,Normal,863.8,1093,856,937.6,1017.12
Telangana,2001,8.5,0,21.5,37.3,7.5,183.9,123.8,266.8,119.9,135.6,17.4,0,922.3,8.5,66.4,694.3,153.1,Normal,1078,863.8,1093,1011.6,975.52
Telangana,2002,18.8,10.1,7.6,7.7,32,143.2,91.7,321.7,52.4,76.2,3.9,0,765.3,28.9,47.3,609,80.1,Drought,922.3,1078,863.8,954.6999999999999,962.62
Telangana,2003,0,10.7,21.9,14,7.9,112.6,312.2,266.5,103.2,101.7,7.3,5.3,963.2,10.7,43.8,794.5,114.2,Normal,765.3,922.3,1078,921.8666666666667,944.48
Telangana,2004,34.4,17.9,9.3,25.9,34.6,64.6,216.7,117.7,110.1,30.6,5.3,0,667,52.2,69.8,509.1,35.9,Drought,963.2,765.3,922.3,883.6,918.52
Telangana,2005,43.4,14.1,14.6,23.8,19.7,115.1,400.3,126.9,246.3,136.1,3.9,18.8,1163.1,57.5,58.2,888.5,158.8,Normal,667,963.2,765.3,798.5,879.16
Telangana,2006,0,0,42.7,38.6,46.1,104.8,169.5,308.2,280.2,28.1,34.7,0,1053,0,127.5,862.7,62.8,Normal,1163.1,667,963.2,931.1,896.18
Telangana,2007,0,0,0.1,0.1,9.2,176.6,134.6,206.6,262.3,40.8,13,0,843.3,0,9.4,780.2,53.8,Normal,1053,1163.1,667,961.0333333333333,922.3199999999999
Telangana,2008,0.2,18.6,108.6,15.7,4.9,132.9,183.4,391.8,146.7,24.2,7.5,0.8,1035.3,18.8,129.3,854.8,32.5,Normal,843.3,1053,1163.1,1019.8,937.92
Telangana,2009,0,0,2.1,4.5,13.1,85.8,118.4,192.3,149.7,69.5,29.6,1.2,666.3,0,19.8,546.2,100.3,Drought,1035.3,843.3,1053,977.1999999999999,952.3399999999999
Telangana,2010,10.3,5.3,1.5,5.6,24.9,127,395.5,308.1,249.8,98.7,40.5,9.3,1276.4,15.5,32,1080.4,148.5,Normal,666.3,1035.3,843.3,848.3,952.1999999999999
Telangana,2011,0,11.9,2.6,25.6,9.3,83.9,268.2,225.9,107.6,13.9,4.2,0,753.1,11.9,37.4,685.6,18.1,Drought,1276.4,666.3,1035.3,992.6666666666666,974.86
Telangana,2012,6.7,0,0.2,14,8.4,124.4,300.3,229.9,202.4,83.6,38.7,0,1008.6,6.7,22.6,857,122.3,Normal,753.1,1276.4,666.3,898.6,914.88
Telangana,2013,2.4,29,0.2,24.4,8.5,213.4,453.8,230.6,161.4,205.9,16.4,2.7,1348.7,31.4,33,1059.2,225,Normal,1008.6,753.1,1276.4,1012.7,947.94
Telangana,2014,0.2,2.9,58.3,10.3,73.3,62.3,146,205.2,146.8,29.6,10.8,0.7,746.4,3.1,141.9,560.2,41,Drought,1348.7,1008.6,753.1,1036.8,1010.62
Telangana,2015,17.5,0,43,65.7,23.3,266.9,104.4,160.5,158.3,15.6,0.3,1.7,857.3,17.5,132,690.1,17.6,Normal,746.4,1348.7,1008.6,1034.5666666666666,1026.64
Telangana,2016,1.2,0.2,11.5,4.3,55.1,194,235.8,133.7,336.3,70.4,0.5,0.4,1043.4,1.4,70.9,899.8,71.3,Normal,857.3,746.4,1348.7,984.1333333333333,942.82
Telangana,2017,0,0,8.7,3.2,22.4,202.2,143.2,204.2,115.3,114.6,1.9,0,815.7,0,34.3,664.9,116.4,Normal,1043.4,857.3,746.4,882.3666666666667,1000.88
Uttarakhand,1901,134.5,81.4,44.5,5.9,60.8,33.6,381.1,612.3,167.1,16.3,0,24.9,1562.5,215.9,111.3,1194.1,41.3,Normal,NA,NA,NA,NA,NA
Uttarakhand,1902,0,17,52.2,63.7,52.1,113.1,444.1,327.5,220.4,31.9,2.1,0,1324.2,17.1,168.1,1105.1,34,Normal,1562.5,NA,NA,NA,NA
Uttarakhand,1903,68,7.9,87.6,10.3,37.5,83,251.6,442.7,249.3,57.5,0,11.3,1306.5,75.9,135.4,1026.5,68.7,Normal,1324.2,1562.5,NA,NA,NA
Uttarakhand,1904,40,5.2,78.3,13.6,61.1,180.1,449.6,417.2,174.1,6.3,35.6,31,1492,45.2,153,1221,72.9,Normal,1306.5,1324.2,1562.5,1397.7333333333333,NA
Uttarakhand,1905,115.4,80.7,99.8,26.1,70.3,111.5,299.9,349.5,129.5,0,1,18.5,1302.1,196,196.2,890.4,19.5,Normal,1492,1306.5,1324.2,1374.2333333333333,NA
Uttarakhand,1906,26.1,162,36.8,10.1,44.6,195.6,363.9,440.9,232.2,11.6,0.4,13.8,1537.9,188.1,91.5,1232.6,25.8,Normal,1302.1,1492,1306.5,1366.8666666666666,1397.46
Uttarakhand,1907,49.4,131.6,144.4,41.7,57.6,74.8,342.3,323.8,28.2,0.4,0,0.1,1194.4,181,243.7,769.1,0.5,Normal,1537.9,1302.1,1492,1444,1392.54
Uttarakhand,1908,49.4,74.6,6.3,31.8,46.3,144.9,411.4,423.5,56.2,2.5,2.6,6.6,1256.2,124,84.4,1036.1,11.7,Normal,1194.4,1537.9,1302.1,1344.8,1366.58
Uttarakhand,1909,75.8,43.1,8.7,64.6,16.5,306.5,565.8,464.2,94.4,8,0.7,69.5,1717.7,118.9,89.8,1430.8,78.2,Heavy Rainfall,1256.2,1194.4,1537.9,1329.5,1356.52
Uttarakhand,1910,34.6,38.8,12.1,21.4,59.3,231,505.6,526.8,253.9,264.6,8.4,7.4,1963.9,73.3,92.8,1517.3,280.5,Heavy Rainfall,1717.7,1256.2,1194.4,1389.4333333333334,1401.66
Uttarakhand,1911,211.4,4.2,190.3,20.4,19.5,204.1,149.3,381.9,266.4,19.7,75.7,0,1542.9,215.5,230.2,1001.7,95.4,Normal,1963.9,1717.7,1256.2,1645.9333333333334,1534.02
Uttarakhand,1912,79,31.1,44.5,27.8,51.4,103.1,333.5,423.2,259.3,2.2,26.9,12.3,1394.5,110.2,123.7,1119.2,41.5,Normal,1542.9,1963.9,1717.7,1741.5,1535.02
Uttarakhand,1913,11.4,91.8,70.3,24.4,98.3,289.1,261.8,188.7,49.5,12.1,7.3,32.9,1137.6,103.2,193,789.1,52.3,Normal,1394.5,1542.9,1963.9,1633.7666666666667,1575.04
Uttarakhand,1914,0.9,119.9,115.7,50.2,82.3,141.3,563.3,377.8,439.6,27.1,22.3,0.5,1940.9,120.8,248.2,1522,49.9,Heavy Rainfall,1137.6,1394.5,1542.9,1358.3333333333333,1551.32
Uttarakhand,1915,32.4,126.3,101,40.6,57.2,129.8,370.2,539.9,178.3,12.9,0,12.6,1601.3,158.7,198.9,1218.2,25.6,Normal,1940.9,1137.6,1394.5,1491,1595.96
Uttarakhand,1916,3.9,35.6,1.9,20.6,49,373.8,432.3,397.7,280.1,83.8,0,0,1678.8,39.6,71.4,1483.9,83.8,Heavy Rainfall,1601.3,1940.9,1137.6,1559.9333333333334,1523.44
Uttarakhand,1917,7.6,55.4,64.9,80.1,118.2,298.1,561.2,372.7,405.7,115.8,0,23.3,2102.9,63,263.2,1637.6,139.1,Heavy Rainfall,1678.8,1601.3,1940.9,1740.3333333333333,1550.62
Uttarakhand,1918,17.2,0,73.9,85.6,46.5,237.6,225.8,397.2,101,4,18.4,8.2,1215.2,17.2,205.9,961.5,30.6,Normal,2102.9,1678.8,1601.3,1794.3333333333333,1692.3
Uttarakhand,1919,158.9,46.7,44.1,40.2,51,278.4,372.5,295.9,242.6,14.2,9.7,29.1,1583.1,205.6,135.2,1189.4,52.9,Normal,1215.2,2102.9,1678.8,1665.6333333333334,1707.82
Uttarakhand,1920,6.1,52.7,100.7,10,65.3,221.7,472.5,307.1,76.9,12.9,0,2.6,1328.4,58.8,176,1078.1,15.4,Normal,1583.1,1215.2,2102.9,1633.7333333333333,1636.26
Uttarakhand,1921,101,5.6,12.5,19.7,3.6,364.1,329.3,652.8,299.5,55.8,0.2,4.7,1848.7,106.6,35.8,1645.7,60.6,Heavy Rainfall,1328.4,1583.1,1215.2,1375.5666666666666,1581.68
Uttarakhand,1922,86.4,34.4,11.7,21,12.1,125.1,507.1,685.2,320.9,3.8,1.3,51.1,1860,120.8,44.8,1638.3,56.2,Heavy Rainfall,1848.7,1328.4,1583.1,1586.7333333333333,1615.66
Uttarakhand,1923,80.5,146.6,18.5,10.8,26.9,84.8,372.5,427.9,289.9,69.4,10,45.1,1582.9,227.1,56.2,1175.1,124.5,Normal,1860,1848.7,1328.4,1679.0333333333333,1567.08
Uttarakhand,1924,42.5,60.1,27.7,6.8,43.4,39.4,450.2,414,651.5,128.1,0.6,62.8,1927.1,102.7,77.9,1555.1,191.5,Heavy Rainfall,1582.9,1860,1848.7,1763.8666666666668,1640.6200000000001
Uttarakhand,1925,34.3,17.7,11.7,43.5,57,309.1,554.5,384.5,65.9,20.1,36.7,0,1535,52,112.1,1314,56.8,Normal,1927.1,1582.9,1860,1790,1709.42
Uttarakhand,1926,22,28.2,143,52,57.8,34.8,475.3,400.7,133.3,10.2,22,2,1381.2,50.2,252.8,1044.1,34.2,Normal,1535,1927.1,1582.9,1681.6666666666667,1750.74
Uttarakhand,1927,13.7,121.8,53.2,24.5,66.8,210.2,308.9,516.8,159.9,120.8,43.7,9.5,1649.9,135.5,144.5,1195.9,174,Heavy Rainfall,1381.2,1535,1927.1,1614.4333333333334,1657.24
Uttarakhand,1928,89.5,150.1,27.2,40.2,18.6,114.5,468,251.4,29.7,6.3,17.4,28.9,1241.9,239.6,86,863.6,52.6,Normal,1649.9,1381.2,1535,1522.0333333333333,1615.22
Uttarakhand,1929,52.9,33.2,16.9,21.7,20.6,138.7,279.7,403.2,65.2,44.5,0,135.5,1212.2,86.1,59.3,886.9,180,Normal,1241.9,1649.9,1381.2,1424.3333333333335,1547.02
Uttarakhand,1930,65.7,72.7,52.1,34.8,39.6,126.5,399.7,348.3,76.5,21.6,8.1,25.6,1271.2,138.4,126.5,950.9,55.3,Normal,1212.2,1241.9,1649.9,1368,1404.04
Uttarakhand,1931,7.8,89.9,45.1,1.9,56.9,55,319.1,307.2,335.3,105.8,6.8,3.4,1334.1,97.7,103.9,1016.5,116.1,Normal,1271.2,1212.2,1241.9,1241.7666666666667,1351.28
Uttarakhand,1932,1.9,18.5,34.3,12.8,27,95.7,343.5,438.9,326.9,6.3,5.5,58.4,1369.6,20.3,74.2,1204.9,70.2,Normal,1334.1,1271.2,1212.2,1272.5,1341.8600000000001
Uttarakhand,1933,51.7,67.2,23.4,52.6,89.4,227,466.8,337.3,151.2,128,0,1.2,1595.8,118.9,165.3,1182.3,129.2,Normal,1369.6,1334.1,1271.2,1324.9666666666667,1285.8
Uttarakhand,1934,66.3,10.4,21,8.6,20.6,201.7,459.4,410.4,97.1,1.6,0.5,41.5,1339,76.7,50.2,1168.6,43.5,Normal,1595.8,1369.6,1334.1,1433.1666666666665,1356.58
Uttarakhand,1935,93,34.5,26.7,37.8,4.2,44,385.1,308.1,174.8,3.6,8.8,16.5,1137.2,127.5,68.7,912.1,29,Normal,1339,1595.8,1369.6,1434.8,1381.94
Uttarakhand,1936,6.9,54.7,42.2,33.6,92.8,345.1,570.8,390.4,241.2,19.8,2.1,112.7,1912.3,61.6,168.6,1547.5,134.6,Heavy Rainfall,1137.2,1339,1595.8,1357.3333333333333,1355.1399999999999
Uttarakhand,1937,10.5,149.3,7.2,43.9,47.6,172.7,398.7,439.6,211.7,15.8,2,34.5,1533.6,159.8,98.6,1222.9,52.3,Normal,1912.3,1137.2,1339,1462.8333333333333,1470.78
Uttarakhand,1938,122.5,85.4,7.5,4.5,37,293.6,459.2,396.4,110.8,11.4,0.8,0.1,1529.3,208,49,1260,12.3,Normal,1533.6,1912.3,1137.2,1527.7,1503.58
Uttarakhand,1939,21.1,82.1,39.2,15.5,9.1,213.1,352.9,199.3,186.2,24.2,0,0,1142.6,103.2,63.7,951.5,24.2,Normal,1529.3,1533.6,1912.3,1658.3999999999999,1490.28
Uttarakhand,1940,49.2,100.5,57.3,21.8,44.2,136,395.1,300,82.6,1.4,0.4,35.3,1223.7,149.7,123.3,913.7,37,Normal,1142.6,1529.3,1533.6,1401.8333333333333,1451
Uttarakhand,1941,58.2,37.3,14,4.4,67.4,200.3,171.5,354.1,95.7,32.3,0.5,25.9,1061.6,95.5,85.8,821.5,58.8,Normal,1223.7,1142.6,1529.3,1298.5333333333333,1468.3
Uttarakhand,1942,109,81.8,17.6,53.4,34.9,191.5,481,455.8,223.8,1,0.1,61.6,1711.4,190.8,105.9,1352.1,62.7,Heavy Rainfall,1061.6,1223.7,1142.6,1142.6333333333332,1298.1599999999999
Uttarakhand,1943,61.2,17.6,27.8,53.5,15.9,134.4,283.2,590.9,181.4,0.2,0.1,0.3,1366.7,78.8,97.2,1190,0.7,Normal,1711.4,1061.6,1223.7,1332.2333333333333,1333.72
Uttarakhand,1944,76.6,72,62.6,51.2,18.4,192,354.4,194.7,144.5,21.4,0.7,10.3,1198.9,148.7,132.2,885.6,32.5,Normal,1366.7,1711.4,1061.6,1379.9,1301.2
Uttarakhand,1945,120.2,4.5,39.3,42.7,16.5,90.6,468.6,379.8,391.8,92,0.1,1.8,1648,124.8,98.6,1330.8,93.9,Heavy Rainfall,1198.9,1366.7,1711.4,1425.6666666666667,1312.46
Uttarakhand,1946,0.5,47.9,20.4,64.8,121.5,193.1,565.1,311.5,114.9,48.7,18.2,20.1,1526.7,48.4,206.7,1184.6,86.9,Normal,1648,1198.9,1366.7,1404.5333333333333,1397.32
Uttarakhand,1947,46.8,52.2,47.7,1.6,49,126.8,383.4,274.2,350.5,16.6,0.4,10.8,1359.8,98.9,98.3,1134.8,27.8,Normal,1526.7,1648,1198.9,1457.8666666666668,1490.3400000000001
Uttarakhand,1948,1.6,103,121.6,23.8,35.1,53.2,337.1,592.5,205.1,50.7,3.1,8.7,1535.4,104.5,180.5,1187.8,62.5,Normal,1359.8,1526.7,1648,1511.5,1420.02
Uttarakhand,1949,7.3,135.5,32.4,29,59.7,52.4,450.2,414.5,204,22.2,0.2,4.8,1412.1,142.8,121.1,1121.1,27.2,Normal,1535.4,1359.8,1526.7,1473.9666666666667,1453.76
Uttarakhand,1950,59.5,30.3,55,2.7,40.2,240.1,492.8,493.4,160.8,2.7,0,6.6,1584.1,89.8,97.8,1387.2,9.3,Normal,1412.1,1535.4,1359.8,1435.7666666666667,1496.4
Uttarakhand,1951,54,41.8,46.8,30.7,61.7,74,200.9,403,204.2,13.5,43.8,0.1,1174.3,95.7,139.1,882,57.4,Normal,1584.1,1412.1,1535.4,1510.5333333333333,1483.62
Uttarakhand,1952,39.4,61.1,125.5,19.9,34.8,241,346.1,506.4,82.4,11.2,3.6,6.4,1477.8,100.5,180.2,1175.9,21.2,Normal,1174.3,1584.1,1412.1,1390.1666666666665,1413.1399999999999
Uttarakhand,1953,118.1,14.8,18.3,34.7,71.2,181.8,617.5,338.9,125.8,9.8,0,35,1565.8,132.9,124.2,1263.9,44.8,Normal,1477.8,1174.3,1584.1,1412.0666666666666,1436.74
Uttarakhand,1954,117.9,155.7,22.3,5.2,27.6,111.6,472.6,567.3,217.2,148.6,3.4,13.4,1862.9,273.6,55,1368.7,165.5,Heavy Rainfall,1565.8,1477.8,1174.3,1405.9666666666667,1442.82
Uttarakhand,1955,84.7,14.2,51.9,41.1,19.8,151.4,356.1,429,236.3,271.2,0,11.3,1666.9,98.9,112.8,1172.8,282.4,Heavy Rainfall,1862.9,1565.8,1477.8,1635.5,1532.98
Uttarakhand,1956,40.5,24.9,105.3,15.1,132.4,213.9,466.4,359.3,182.7,370.4,5.9,26.1,1943,65.4,252.8,1222.3,402.4,Heavy Rainfall,1666.9,1862.9,1565.8,1698.5333333333333,1549.54
Uttarakhand,1957,166.4,6.6,77.5,73.3,75.9,113.4,532.1,286.5,308.3,57.7,20.1,62.9,1780.7,173,226.7,1240.3,140.6,Heavy Rainfall,1943,1666.9,1862.9,1824.2666666666667,1703.28
Uttarakhand,1958,59.2,16.5,38.7,23.3,26.3,95.3,436.6,436.2,233.4,78.9,2.5,52.1,1499,75.6,88.3,1201.5,133.6,Normal,1780.7,1943,1666.9,1796.8666666666668,1763.8600000000001
Uttarakhand,1959,68,93.3,58.1,20.3,49,118.8,483.5,442.3,294.6,87.9,26.2,0.9,1743,161.2,127.4,1339.3,115,Heavy Rainfall,1499,1780.7,1943,1740.9,1750.5
Uttarakhand,1960,80,1.4,97.1,33.5,24,132.4,466.7,420.7,189.2,76.6,2.2,16.3,1540.1,81.5,154.6,1209,95.1,Normal,1743,1499,1780.7,1674.2333333333333,1726.52
Uttarakhand,1961,126.3,133.7,24.1,20.5,41,181.2,490.1,511.6,226.4,122.7,13.1,57.5,1948.3,260,85.6,1409.4,193.3,Heavy Rainfall,1540.1,1743,1499,1594.0333333333333,1701.16
Uttarakhand,1962,79.5,86.3,68.7,27.3,21.5,150.9,402.2,398.2,341.5,8.6,29,33.9,1647.4,165.8,117.4,1292.8,71.5,Heavy Rainfall,1948.3,1540.1,1743,1743.8,1702.22
Uttarakhand,1963,17.4,35.5,130.9,51.4,49.3,193.1,360.9,523.4,345.1,10.8,43.9,40.2,1802,52.8,231.6,1422.5,95,Heavy Rainfall,1647.4,1948.3,1540.1,1711.9333333333334,1675.56
Uttarakhand,1964,89.7,72.5,75,48.4,95.2,162.7,463.8,402,327.6,1.3,0,31.3,1769.6,162.2,218.6,1356.2,32.6,Heavy Rainfall,1802,1647.4,1948.3,1799.2333333333333,1736.16
Uttarakhand,1965,44.4,159.5,119.3,62.1,44.1,50.3,388,302.8,87.5,33,11.8,2.9,1305.7,204,225.4,828.6,47.7,Normal,1769.6,1802,1647.4,1739.6666666666667,1741.48
Uttarakhand,1966,3.2,86.6,48.9,17.8,76.7,270,363,410.3,125.7,35.1,15.3,13.3,1465.8,89.8,143.5,1168.9,63.6,Normal,1305.7,1769.6,1802,1625.7666666666667,1694.6
Uttarakhand,1967,11,35,112.5,26,23.2,122.6,436.3,518.7,146.5,22,22.4,79.9,1556.2,46.1,161.7,1224,124.3,Normal,1465.8,1305.7,1769.6,1513.7,1598.1
Uttarakhand,1968,173.1,122.8,62.9,49,15,218.6,393.6,280.6,109.6,13,1.4,38.9,1478.6,296,126.9,1002.4,53.3,Normal,1556.2,1465.8,1305.7,1442.5666666666666,1579.86
Uttarakhand,1969,79.8,43.1,49,60.7,77,89.6,381,483.5,345.6,25.3,0.2,1,1635.7,122.9,186.7,1299.6,26.5,Heavy Rainfall,1478.6,1556.2,1465.8,1500.2,1515.18
Uttarakhand,1970,85.9,44,32.7,5.7,68.9,192.9,319.2,355.3,157.8,30,0.8,0.2,1293.5,129.9,107.3,1025.3,31.1,Normal,1635.7,1478.6,1556.2,1556.8333333333333,1488.4
Uttarakhand,1971,52.4,101.4,45.3,69,270.2,297.8,332.8,377,155.9,79.5,22,0.3,1803.8,153.9,384.5,1163.6,101.9,Heavy Rainfall,1293.5,1635.7,1478.6,1469.2666666666667,1485.96
Uttarakhand,1972,30.3,91.7,44.7,50.5,7.4,62.8,315.4,218.8,212.6,18.8,7.9,17,1077.8,122,102.6,809.6,43.6,Normal,1803.8,1293.5,1635.7,1577.6666666666667,1553.56
Uttarakhand,1973,73,65.7,47.8,1.8,44.8,254.3,265.9,297.9,130.8,46.8,1.6,9.2,1239.7,138.7,94.5,948.9,57.6,Normal,1077.8,1803.8,1293.5,1391.7,1457.8799999999999
Uttarakhand,1974,56.8,28,18.2,12.2,22.1,86.5,392.9,347.3,102.6,46.9,4.5,43.6,1161.8,84.8,52.5,929.4,95.1,Normal,1239.7,1077.8,1803.8,1373.7666666666667,1410.1
Uttarakhand,1975,75.4,70.5,69.6,1.1,36.4,219.9,403.1,359.6,322.8,21.8,0,0,1580.3,145.8,107.1,1305.5,21.9,Normal,1161.8,1239.7,1077.8,1159.7666666666667,1315.32
Uttarakhand,1976,12.7,58.4,31.2,22.1,40.5,87.6,269.2,328.5,129.3,5.6,0.1,1.1,986.3,71.1,93.8,814.6,6.8,Normal,1580.3,1161.8,1239.7,1327.2666666666667,1372.68
Uttarakhand,1977,47,7.8,4.5,65.2,101.1,122,487,292.3,208.3,30.1,2.9,48.1,1416.3,54.7,170.8,1109.6,81.1,Normal,986.3,1580.3,1161.8,1242.8,1209.18
Uttarakhand,1978,34.6,83.1,187.3,51.2,51.8,291,414.3,528.4,324.8,16.9,43.7,4.3,2031.4,117.7,290.2,1558.5,65,Heavy Rainfall,1416.3,986.3,1580.3,1327.6333333333332,1276.8799999999999
Uttarakhand,1979,50.6,68.4,65.9,23.6,64,110.2,323.5,276.1,37.7,11.7,8.2,32.4,1072.3,119,153.5,747.5,52.3,Normal,2031.4,1416.3,986.3,1478,1435.22
Uttarakhand,1980,21.7,55.7,60.3,15.6,21.3,175,466,322.7,133.5,37.3,2.4,21.9,1333.5,77.4,97.3,1097.2,61.6,Normal,1072.3,2031.4,1416.3,1506.6666666666667,1417.32
Uttarakhand,1981,67.6,27.8,81.3,23.7,77.4,162.1,488.1,263.5,103.1,4.6,42.1,15,1356.1,95.4,182.3,1016.7,61.7,Normal,1333.5,1072.3,2031.4,1479.0666666666666,1367.96
Uttarakhand,1982,61.9,58.6,143.2,78.2,77.1,90.6,264,435.1,110.7,17.8,1.4,33.5,1372.1,120.5,298.5,900.4,52.7,Normal,1356.1,1333.5,1072.3,1253.9666666666667,1441.92
Uttarakhand,1983,80.9,45.5,92.1,132.9,101,114.1,261.3,312.9,320,53.8,1.6,9.1,1525.3,126.4,326.1,1008.3,64.5,Normal,1372.1,1356.1,1333.5,1353.8999999999999,1433.08
Uttarakhand,1984,19.6,128.9,14.6,42,27.5,300.1,359.3,237.7,173.5,3.2,2.6,30.1,1339.1,148.5,84,1070.6,35.9,Normal,1525.3,1372.1,1356.1,1417.8333333333333,1331.86
Uttarakhand,1985,54.3,9.6,14,40.9,63.5,104.4,451.7,389.4,228.2,220.5,3,74.1,1653.7,63.9,118.4,1173.8,297.6,Heavy Rainfall,1339.1,1525.3,1372.1,1412.1666666666665,1385.22
Uttarakhand,1986,3.8,68.4,85.4,70.7,149.7,141.6,418.3,281.7,155.5,61.6,13.8,63.9,1514.5,72.2,305.9,997.1,139.3,Normal,1653.7,1339.1,1525.3,1506.0333333333333,1449.26
Uttarakhand,1987,29.8,61.7,30.3,48.8,148,55.9,190.3,261,123.9,20.2,0.2,17.1,987.3,91.5,227.1,631.1,37.5,Normal,1514.5,1653.7,1339.1,1502.4333333333334,1480.94
Uttarakhand,1988,18.1,81.6,136.5,26.3,45.3,129.7,490.9,390.8,202,16.6,0.9,63.7,1602.4,99.7,208.1,1213.4,81.2,Normal,987.3,1514.5,1653.7,1385.1666666666667,1403.98
Uttarakhand,1989,91,14.7,30.3,9.9,28.5,117.9,333.4,386.6,183.5,12.3,17.3,38.2,1263.8,105.7,68.7,1021.4,67.9,Normal,1602.4,987.3,1514.5,1368.0666666666666,1419.4
Uttarakhand,1990,0.8,97.1,91.3,20.4,81.6,120.3,473,413.6,179.1,14.6,6.1,67.1,1564.9,97.9,193.3,1185.8,87.8,Normal,1263.8,1602.4,987.3,1284.5,1404.34
Uttarakhand,1991,13.2,58,52,51.6,21.2,81.8,219.8,346.7,126.4,0.5,10.1,39.4,1020.7,71.2,124.8,774.6,50.1,Normal,1564.9,1263.8,1602.4,1477.0333333333333,1386.58
Uttarakhand,1992,71.3,32.5,46.1,2.9,31.5,117.5,254.4,385.1,152.4,9,5.4,0,1108.1,103.8,80.5,909.4,14.5,Normal,1020.7,1564.9,1263.8,1283.1333333333334,1287.82
Uttarakhand,1993,77.1,70.3,162.8,19.8,71.7,144.7,309.4,282.3,447,1.5,7.4,0,1594.1,147.3,254.4,1183.5,8.8,Normal,1108.1,1020.7,1564.9,1231.2333333333333,1311.98
