SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND,Rainfall_Category,Lag_1,Lag_2,Lag_3,Rolling_3,Rolling_5
Gangetic West Bengal,1927,31.6,37.4,9.1,22.3,96.7,227.7,317.4,224.6,161.6,58.6,3.7,0,1190.5,69,128.1,931.2,62.3,Normal,1705.4,1273.6,1266.5,1415.1666666666667,1437.26
Gangetic West Bengal,1928,12.8,3.2,1.6,51.3,110.9,427,428.1,325.1,113.3,149.9,1.7,0.1,1625,15.9,163.8,1293.5,151.8,Normal,1190.5,1705.4,1273.6,1389.8333333333333,1344.24
Gangetic West Bengal,1929,42.8,13.2,38.8,41.8,52.5,208.1,398.6,297.3,168.3,264.6,0,31.4,1557.3,56,133.1,1072.3,296,Normal,1625,1190.5,1705.4,1506.9666666666667,1412.2
Gangetic West Bengal,1930,1.8,12.1,19.9,18.6,86.3,186.9,410.7,307.3,200.1,41.1,95.1,1.1,1380.8,13.8,124.8,1105,137.3,Normal,1557.3,1625,1190.5,1457.6,1470.36
Gangetic West Bengal,1931,2.2,74.6,27.1,22.7,111.5,157.2,368.5,286.7,197,168.3,59,0.9,1475.8,76.8,161.3,1009.4,228.3,Normal,1380.8,1557.3,1625,1521.0333333333333,1491.8
Gangetic West Bengal,1932,0,12.9,5.1,31.9,196.6,151.1,297.5,259.6,177.7,64.2,110.2,0,1306.9,12.9,233.6,885.9,174.4,Normal,1475.8,1380.8,1557.3,1471.3,1445.8799999999999
Gangetic West Bengal,1933,16.3,53.3,3.7,75.6,171.6,326.3,384.9,420.8,266.9,144.8,2.1,0.8,1867.2,69.6,250.9,1398.9,147.7,Heavy Rainfall,1306.9,1475.8,1380.8,1387.8333333333333,1469.16
Gangetic West Bengal,1934,5.5,19.6,0.6,39.9,58.6,200,209,269.6,197.1,85,14.9,17.8,1117.4,25.1,99,875.6,117.7,Normal,1867.2,1306.9,1475.8,1549.9666666666667,1517.6
Gangetic West Bengal,1935,12.1,26.3,30.8,34.6,33.6,163.4,233.1,298.9,171.1,9.6,0,1.6,1015.1,38.3,99,866.5,11.2,Normal,1117.4,1867.2,1306.9,1430.5,1429.6200000000001
Gangetic West Bengal,1936,9.8,12.6,20.3,16.4,223.8,299.9,331.4,251.4,253.9,74.7,4,7.5,1505.6,22.4,260.5,1136.6,86.1,Normal,1015.1,1117.4,1867.2,1333.2333333333333,1356.48
Gangetic West Bengal,1937,0,112.8,8.6,16.8,130.3,300.8,265.6,280.4,295.7,109.2,1.9,0.4,1522.5,112.8,155.8,1142.5,111.4,Normal,1505.6,1015.1,1117.4,1212.7,1362.44
Gangetic West Bengal,1938,15.7,33.1,2.8,8.9,234.9,233.7,244.6,310.2,160.8,78.9,14.2,0,1337.8,48.8,246.6,949.3,93.1,Normal,1522.5,1505.6,1015.1,1347.7333333333333,1405.56
Gangetic West Bengal,1939,2.4,23.1,10.9,20.2,70.2,250.5,420.2,450.9,207.5,220.6,21.2,0.8,1698.4,25.5,101.3,1329.1,242.6,Heavy Rainfall,1337.8,1522.5,1505.6,1455.3,1299.68
Gangetic West Bengal,1940,0.1,30.3,103.9,18.3,98.9,218.1,236.2,384.3,199.6,58.9,7.3,2.8,1358.5,30.3,221.1,1038.1,68.9,Normal,1698.4,1337.8,1522.5,1519.5666666666666,1415.88
Gangetic West Bengal,1941,29.3,0.4,0.7,27.6,87.5,376.1,404.3,396.5,184.4,219.6,74.3,0.4,1801.1,29.7,115.9,1361.3,294.3,Heavy Rainfall,1358.5,1698.4,1337.8,1464.9,1484.56
Gangetic West Bengal,1942,1.2,16.7,14.7,52,64.2,144.5,374.9,406.9,384.1,142.6,13.9,0,1615.6,18,130.8,1310.3,156.5,Normal,1801.1,1358.5,1698.4,1619.3333333333333,1543.66
Gangetic West Bengal,1943,39.4,25.7,16.9,85.4,53.6,209.5,418.5,320.5,186.8,90,0,0,1446.2,65.1,155.9,1135.3,90,Normal,1615.6,1801.1,1358.5,1591.7333333333333,1562.28
Gangetic West Bengal,1944,60,24.4,40.2,44.8,36.1,147.5,349.8,477.4,147,79.1,0.1,0,1406.4,84.3,121.1,1121.8,79.1,Normal,1446.2,1615.6,1801.1,1620.9666666666667,1583.96
Gangetic West Bengal,1945,18,13.6,5.1,75.7,110.2,196.2,196.3,213.2,198.6,244.2,0.1,0.3,1271.5,31.6,191,804.3,244.6,Normal,1406.4,1446.2,1615.6,1489.4,1525.56
Gangetic West Bengal,1946,0,4.2,11.3,131.5,117.6,247.4,297.4,374.2,305.3,196.8,28.3,0.2,1714.2,4.2,260.4,1224.3,225.3,Heavy Rainfall,1271.5,1406.4,1446.2,1374.7,1508.16
Gangetic West Bengal,1947,3.4,13.1,43.3,18.4,104,172.7,348.9,292,237.4,95.9,0.5,33.5,1363,16.5,165.7,1050.9,129.9,Normal,1714.2,1271.5,1406.4,1464.0333333333333,1490.78
Gangetic West Bengal,1948,13.2,44.9,48.4,52.6,135.9,200.4,268.4,323.6,214.3,116.7,113.6,0,1532.1,58.1,236.9,1006.8,230.3,Normal,1363,1714.2,1271.5,1449.5666666666666,1440.26
Gangetic West Bengal,1949,6.8,3,33.5,114.7,188.9,214.5,325,285.5,209.8,110.5,1.3,0,1493.7,9.8,337.2,1034.8,111.8,Normal,1532.1,1363,1714.2,1536.4333333333334,1457.44
Gangetic West Bengal,1950,0,6.5,25.9,14.1,101.2,371.1,338.8,373.3,176.4,93.3,115.2,0,1615.6,6.5,141.2,1259.5,208.5,Normal,1493.7,1532.1,1363,1462.9333333333334,1474.9
Gangetic West Bengal,1951,0,0.4,62.1,13.1,67.4,180.7,253.5,260.3,200.1,140,36,0.4,1214,0.4,142.7,894.5,176.5,Normal,1615.6,1493.7,1532.1,1547.1333333333332,1543.72
Gangetic West Bengal,1952,0.3,1.1,23.3,99.7,77,167.4,431,244.7,189.1,159.6,2.5,0,1395.7,1.4,199.9,1032.2,162.1,Normal,1214,1615.6,1493.7,1441.1,1443.68
Gangetic West Bengal,1953,25.8,14.1,4.8,13.6,61.9,311.1,358.3,343.1,278.5,56,38.6,0,1505.8,39.9,80.3,1291,94.6,Normal,1395.7,1214,1615.6,1408.4333333333334,1450.22
Gangetic West Bengal,1954,12.3,5.9,0.3,11.6,88.6,211.1,201.7,215.1,247.1,56.8,1.5,28,1080,18.2,100.5,875,86.3,Normal,1505.8,1395.7,1214,1371.8333333333333,1444.96
Gangetic West Bengal,1955,2.9,2.3,11.4,24.3,48,174.7,338.8,251.9,188.1,151.9,73.9,0.1,1268.2,5.2,83.8,953.4,225.9,Normal,1080,1505.8,1395.7,1327.1666666666667,1362.22
Gangetic West Bengal,1956,4.5,33.9,50.7,25.6,141.6,343.3,253.9,295.4,391.1,157.6,12.7,3.9,1714.2,38.3,217.9,1283.7,174.2,Heavy Rainfall,1268.2,1080,1505.8,1284.6666666666667,1292.74
Gangetic West Bengal,1957,50.2,26.6,8.7,6,16.4,231.8,312.1,201.1,239.4,38.2,0.1,0,1130.5,76.8,31.1,984.4,38.3,Normal,1714.2,1268.2,1080,1354.1333333333334,1392.78
Gangetic West Bengal,1958,12.7,25.6,13.3,37.9,58.3,95.2,280.1,215.1,294.7,109.3,8.9,0,1151.1,38.4,109.5,885.1,118.2,Normal,1130.5,1714.2,1268.2,1370.9666666666667,1339.74
Gangetic West Bengal,1959,33.5,12.7,17.3,28.2,91.4,208.5,273.3,328.5,487.3,331.2,0.3,0.4,1812.9,46.3,137,1297.7,332,Heavy Rainfall,1151.1,1130.5,1714.2,1331.9333333333334,1268.8
Gangetic West Bengal,1960,0.6,1.4,30.9,0.9,122.3,117.5,336.5,317.4,246.3,71.1,0.6,0,1245.5,2,154.2,1017.7,71.6,Normal,1812.9,1151.1,1130.5,1364.8333333333333,1415.38
Gangetic West Bengal,1961,11.1,75.8,6.8,13.6,91.2,275,171.4,252.8,290.9,101,0.8,0.1,1290.4,86.8,111.6,990.1,101.9,Normal,1245.5,1812.9,1151.1,1403.1666666666667,1410.84
Gangetic West Bengal,1962,8.8,13.1,6,54.5,80.3,185.6,241.1,209.3,233.6,141,0,0.1,1173.6,21.9,140.9,869.7,141.1,Normal,1290.4,1245.5,1812.9,1449.6000000000001,1326.08
Gangetic West Bengal,1963,0.4,2.4,5.7,61.6,103.6,258.8,277.6,167.1,270.9,131.5,9.5,0.5,1289.5,2.7,170.9,974.4,141.5,Normal,1173.6,1290.4,1245.5,1236.5,1334.7
Gangetic West Bengal,1964,2.7,11.1,18,58.3,84.7,136.2,404.2,211.3,219.9,124,8,0,1278.5,13.8,161.1,971.6,132,Normal,1289.5,1173.6,1290.4,1251.1666666666667,1362.38
Gangetic West Bengal,1965,0.3,33.9,46.5,32.8,45.3,227.6,289.6,287,220.3,80.1,0.3,0.2,1263.7,34.2,124.5,1024.5,80.5,Normal,1278.5,1289.5,1173.6,1247.2,1255.5
Gangetic West Bengal,1966,33.1,4.4,5.1,18.3,43.4,296,168.7,236.6,187.2,84.9,34.7,6.3,1118.7,37.5,66.8,888.5,125.9,Normal,1263.7,1278.5,1289.5,1277.2333333333333,1259.14
Gangetic West Bengal,1967,52.5,3.3,44.9,65.3,53,131.6,247.8,368.8,326.2,52.3,1.3,1.4,1348.4,55.8,163.2,1074.4,55,Normal,1118.7,1263.7,1278.5,1220.3,1224.8
Gangetic West Bengal,1968,5.7,7.6,7.7,12.6,35.5,368.8,418.2,472.2,115.2,115.9,37.8,0.6,1597.7,13.3,55.7,1374.3,154.3,Normal,1348.4,1118.7,1263.7,1243.6000000000001,1259.76
Gangetic West Bengal,1969,4.7,5.1,20.9,80.2,89,139.8,276.2,418,300.9,45.9,23.2,0.2,1404,9.9,190.1,1134.9,69.3,Normal,1597.7,1348.4,1118.7,1354.9333333333334,1321.4
Gangetic West Bengal,1970,10.8,15.1,30.8,16.8,63.5,323.2,285,219.8,472.6,195,15.8,0,1648.5,25.9,111.1,1300.7,210.9,Heavy Rainfall,1404,1597.7,1348.4,1450.0333333333333,1346.5
Gangetic West Bengal,1971,30.6,14.2,4.8,174.2,122.1,260.3,472.5,573.4,252.8,163.5,31.4,0,2099.8,44.8,301.1,1559,194.9,Heavy Rainfall,1648.5,1404,1597.7,1550.0666666666666,1423.46
Gangetic West Bengal,1972,2.8,43.1,4.1,16.4,25.1,125.9,288.3,543.2,222.5,59.7,2.1,0,1333.2,45.8,45.6,1179.9,61.8,Normal,2099.8,1648.5,1404,1717.4333333333334,1619.68
Gangetic West Bengal,1973,1.3,8.9,67.6,26,134.2,204.2,304.9,335,401.6,206.6,20.9,23.9,1735.2,10.2,227.8,1245.7,251.5,Heavy Rainfall,1333.2,2099.8,1648.5,1693.8333333333335,1616.64
Gangetic West Bengal,1974,3.6,0,83.1,29.8,94.5,96.4,438.5,317.1,262.7,140.3,4.6,0,1470.7,3.6,207.5,1114.6,144.9,Normal,1735.2,1333.2,2099.8,1722.7333333333333,1644.14
Gangetic West Bengal,1975,9.9,18.7,10.6,38.1,65.8,156.6,364.9,331.1,286.3,141.6,42.6,0,1466.2,28.6,114.5,1138.9,184.2,Normal,1470.7,1735.2,1333.2,1513.0333333333333,1657.48
Gangetic West Bengal,1976,0,32.8,20.7,47.5,133.1,148.9,296.6,279.6,197.5,52.1,31.2,0.6,1240.6,32.8,201.3,922.6,83.8,Normal,1466.2,1470.7,1735.2,1557.3666666666668,1621.02
Gangetic West Bengal,1977,11.7,24.2,7.3,89.9,176.4,409.4,450.9,329.4,171.3,86.6,48,35.5,1840.6,35.9,273.6,1361,170.1,Heavy Rainfall,1240.6,1466.2,1470.7,1392.5,1449.18
Gangetic West Bengal,1978,1.4,21.2,50.5,49.8,116.3,253,274.1,349.1,591.8,148.8,10.3,6.4,1872.5,22.6,216.5,1467.9,165.5,Heavy Rainfall,1840.6,1240.6,1466.2,1515.8,1550.66
Gangetic West Bengal,1979,16,27.3,8.4,28,22.3,282.9,296.4,229.6,167,48,11.5,20.4,1157.9,43.3,58.7,975.9,79.9,Normal,1872.5,1840.6,1240.6,1651.2333333333333,1578.12
Gangetic West Bengal,1980,15.5,22.6,60.9,21.8,109.9,303.6,403.2,243.3,181,158.6,0,0.4,1521,38.1,192.7,1131.2,159.1,Normal,1157.9,1872.5,1840.6,1623.6666666666667,1515.56
Gangetic West Bengal,1981,13.7,63.9,64.8,110.8,250.9,321.4,417.7,327.7,250,11.6,3.8,72.8,1909,77.6,426.5,1316.7,88.2,Heavy Rainfall,1521,1157.9,1872.5,1517.1333333333334,1526.52
Gangetic West Bengal,1982,2.4,35.8,87.2,70.9,37.1,196,224.5,308.9,101.1,29.2,17.9,0,1111,38.2,195.2,830.4,47.1,Normal,1909,1521,1157.9,1529.3,1660.2
Gangetic West Bengal,1983,9.1,39.2,47,44.2,132.5,188.9,207.6,365.4,247.4,167.6,1.1,13.6,1463.6,48.2,223.7,1009.4,182.3,Normal,1111,1909,1521,1513.6666666666667,1514.28
Gangetic West Bengal,1984,19.1,2.6,0.6,46.6,82.6,597.1,332.7,442.2,196.4,111.8,0,0,1831.7,21.7,129.8,1568.4,111.8,Heavy Rainfall,1463.6,1111,1909,1494.5333333333333,1432.5
Gangetic West Bengal,1985,10.9,22,8.8,24.1,99.6,280.4,286.3,340.6,201.8,137.2,1.8,0,1413.4,32.9,132.4,1109.1,139,Normal,1831.7,1463.6,1111,1468.7666666666667,1567.26
Gangetic West Bengal,1986,9.6,6.3,7.1,48.5,146.1,227.9,313.4,181.2,522.2,201.5,106.4,20.6,1791,15.9,201.7,1244.8,328.5,Heavy Rainfall,1413.4,1831.7,1463.6,1569.5666666666666,1545.74
Gangetic West Bengal,1987,1.8,7.1,18.9,76.6,91.7,146.9,427.4,473,262.6,34.1,43.7,7.7,1591.5,8.9,187.2,1309.9,85.5,Normal,1791,1413.4,1831.7,1678.7,1522.14
Gangetic West Bengal,1988,1.7,22.9,53.5,45.3,109.3,508.8,299.9,292.6,207.1,100.4,39.5,0.5,1681.5,24.6,208.1,1308.4,140.4,Heavy Rainfall,1591.5,1791,1413.4,1598.6333333333334,1618.24
Gangetic West Bengal,1989,0.4,4.9,6.1,5.4,173.6,318.2,414.5,291.4,284.2,105.5,3.7,18.3,1626.3,5.3,185.1,1308.3,127.5,Normal,1681.5,1591.5,1791,1688,1661.82
Gangetic West Bengal,1990,2.2,62.2,119,79.3,147.6,268.2,520.2,236.3,300.7,174.2,47.9,3.5,1961.3,64.4,346,1325.4,225.6,Heavy Rainfall,1626.3,1681.5,1591.5,1633.1,1620.74
Gangetic West Bengal,1991,27.8,11.4,41.7,34.5,66.1,257.4,381.2,331.3,249.2,125.6,15.6,67.5,1609.1,39.2,142.2,1219,208.7,Normal,1961.3,1626.3,1681.5,1756.3666666666666,1730.32
Gangetic West Bengal,1992,14,49.5,0.1,25,127,239.9,407.6,254.1,226.6,66.2,4.4,0.2,1414.6,63.5,152.1,1128.3,70.7,Normal,1609.1,1961.3,1626.3,1732.2333333333333,1693.94
Gangetic West Bengal,1993,0.3,3.8,40.8,78.6,116.2,328.5,280,357.7,421.4,94.2,38.2,0,1759.7,4,235.6,1387.6,132.5,Heavy Rainfall,1414.6,1609.1,1961.3,1661.6666666666665,1658.56
Gangetic West Bengal,1994,23.8,48.8,7.3,63.7,98,310.1,426.1,294.4,166.1,82.9,9.6,0,1530.8,72.6,169,1196.8,92.5,Normal,1759.7,1414.6,1609.1,1594.4666666666667,1674.2
Gangetic West Bengal,1995,20.2,30.1,8.7,10.1,202.9,185.4,401.1,413,411.5,86.4,160.5,6.2,1936,50.3,221.7,1411,253.1,Heavy Rainfall,1530.8,1759.7,1414.6,1568.3666666666666,1655.1
Gangetic West Bengal,1996,11,13.2,10.4,39.2,67.5,336,251.3,472,143.5,155.9,4.1,0,1504,24.2,117,1202.7,160,Normal,1936,1530.8,1759.7,1742.1666666666667,1650.04
Gangetic West Bengal,1997,18.7,23.6,44.2,101.8,98.2,219.6,437.3,387.3,244,27.8,30.5,24.9,1657.7,42.3,244.1,1288.1,83.1,Heavy Rainfall,1504,1936,1530.8,1656.9333333333334,1629.02
Gangetic West Bengal,1998,52.9,31,128.8,53,87.1,154.3,295.2,265.7,296.3,191.4,77.1,0,1632.7,83.9,268.9,1011.5,268.4,Normal,1657.7,1504,1936,1699.2333333333333,1677.64
Gangetic West Bengal,1999,0.1,0.7,1.6,10.5,217.9,268.8,405.2,375.4,467.8,195.3,13.7,0,1957,0.8,230,1517.2,209,Heavy Rainfall,1632.7,1657.7,1504,1598.1333333333334,1652.24
Gangetic West Bengal,2000,9.5,57.9,3.8,54,215,205.6,341.5,178.4,428.4,76.2,1.6,0.1,1572.1,67.4,272.8,1153.9,77.9,Normal,1957,1632.7,1657.7,1749.1333333333334,1737.48
Gangetic West Bengal,2001,0.3,1.9,32.8,49.4,175.8,384.2,269.3,248.7,205.9,163.6,8.8,0,1540.6,2.2,258,1108,172.4,Normal,1572.1,1957,1632.7,1720.6,1664.7
Gangetic West Bengal,2002,26.3,1.5,26.6,77.4,114.1,347.7,281.6,289.3,326.4,71.5,50.9,0.1,1613.3,27.8,218.1,1244.9,122.5,Normal,1540.6,1572.1,1957,1689.8999999999999,1672.02
Gangetic West Bengal,2003,0.5,11.7,70,36.3,81.9,280.5,253.4,239.3,155,341.5,8.9,17.7,1496.7,12.2,188.2,928.2,368.1,Normal,1613.3,1540.6,1572.1,1575.3333333333333,1663.1399999999999
Gangetic West Bengal,2004,3.3,1.6,14.9,62.8,72.9,287.5,250.7,389.9,264.3,220.7,0,0.8,1569.4,4.9,150.7,1192.3,221.5,Normal,1496.7,1613.3,1540.6,1550.2,1635.94
Gangetic West Bengal,2005,26.8,11.8,82.8,41.8,82.4,200.1,354.5,226.7,221.3,351.7,0,4.9,1604.9,38.6,207,1002.6,356.6,Normal,1569.4,1496.7,1613.3,1559.8,1558.42
Gangetic West Bengal,2006,0.8,3,10.6,60.5,120.8,221,486.6,320.3,380.9,49.7,5.9,0.3,1660.5,3.9,191.9,1408.8,55.9,Heavy Rainfall,1604.9,1569.4,1496.7,1557,1564.98
Gangetic West Bengal,2007,3.9,56.2,39.3,38.7,98.7,226.3,610.1,328,459.9,55.8,24.6,0,1941.4,60.1,176.7,1624.2,80.4,Heavy Rainfall,1660.5,1604.9,1569.4,1611.6000000000001,1588.96
Gangetic West Bengal,2008,49.4,12.4,11.5,42.8,94.4,414.5,338.4,252.2,267.3,72.3,0,0.2,1555.2,61.8,148.8,1272.3,72.4,Normal,1941.4,1660.5,1604.9,1735.6000000000001,1654.5800000000002
Gangetic West Bengal,2009,2.4,1.4,17.9,2.6,229,69.7,277.6,332.7,294.6,77.3,9.4,0.3,1315,3.8,249.5,974.6,87.1,Normal,1555.2,1941.4,1660.5,1719.0333333333333,1666.28
Gangetic West Bengal,2010,0.2,10.3,8,15.9,127.5,189.3,196.3,192.6,192.6,96.2,6.3,29.7,1064.8,10.5,151.3,770.7,132.2,Normal,1315,1555.2,1941.4,1603.8666666666668,1615.4
Gangetic West Bengal,2011,2.5,2.7,40.5,75,132.6,434.5,219.9,443.2,295.9,36.9,1.3,1.4,1686.5,5.2,248.1,1393.6,39.6,Heavy Rainfall,1064.8,1315,1555.2,1311.6666666666667,1507.38
Gangetic West Bengal,2012,40.7,15.3,4.4,57.7,44.2,146.6,315,261.4,246.9,64.2,47,24.6,1268,56,106.3,969.9,135.8,Normal,1686.5,1064.8,1315,1355.4333333333334,1512.58
Gangetic West Bengal,2013,2.5,10,4.8,45.6,195.9,233.4,263.2,401.4,254,353.2,0,0,1764.1,12.5,246.3,1152,353.3,Heavy Rainfall,1268,1686.5,1064.8,1339.7666666666667,1377.9
Gangetic West Bengal,2014,0.9,42.2,19.9,1.9,124.4,193.6,298.7,292.6,229.5,56.9,0.1,0.6,1261.4,43.1,146.2,1014.4,57.7,Normal,1764.1,1268,1686.5,1572.8666666666666,1419.68
Gangetic West Bengal,2015,12.9,5.5,19.3,88.7,57.6,247.2,633.1,260.6,164,32.7,2.3,6.3,1530.3,18.4,165.6,1304.9,41.3,Normal,1261.4,1764.1,1268,1431.1666666666667,1408.96
Gangetic West Bengal,2016,9.9,37.9,14.7,5.8,111.9,172.7,334.7,416.7,233.7,69.8,19.2,0,1427,47.8,132.4,1157.8,89,Normal,1530.3,1261.4,1764.1,1518.6,1502.06
Gangetic West Bengal,2017,1.4,0,35.2,25.8,106.3,193.7,489.3,264.5,191.4,225.2,21.9,14,1568.6,1.4,167.3,1138.9,261.1,Normal,1427,1530.3,1261.4,1406.2333333333333,1450.16
Gujarat Region,1901,4.2,0,0.6,1.6,7,60.3,240.2,205.4,18.1,16.6,0,0.3,554.3,4.2,9.2,524,17,Drought,NA,NA,NA,NA,NA
Gujarat Region,1902,3.9,0,0,0.6,1,32.8,229.8,299,281.2,2.3,1.5,11.9,863.9,3.9,1.5,842.8,15.7,Normal,554.3,NA,NA,NA,NA
Gujarat Region,1903,0.3,0.1,1.4,0,12.3,30.1,452.9,202,183.2,5.4,0,0,887.6,0.3,13.6,868.2,5.4,Normal,863.9,554.3,NA,NA,NA
Gujarat Region,1904,0.8,10.6,16.8,0.2,3.9,48.3,194.8,71.8,138,6.1,0.1,1.2,492.6,11.3,20.9,453,7.4,Drought,887.6,863.9,554.3,768.6,NA
Gujarat Region,1905,0.1,0.7,1.1,0.3,0,20.1,668.3,37.9,81.3,1.4,0.2,0.1,811.5,0.8,1.3,807.6,1.7,Normal,492.6,887.6,863.9,748.0333333333333,NA
Gujarat Region,1906,0,12.7,0,0,0.1,177.5,311.5,247.1,134.8,5.9,0,0.9,890.6,12.7,0.2,870.9,6.8,Normal,811.5,492.6,887.6,730.5666666666667,721.98
Gujarat Region,1907,0.3,14.6,0.2,2.1,0.4,72.4,325,564.4,17.5,0,0,0,997,15,2.7,979.3,0,Normal,890.6,811.5,492.6,731.5666666666667,789.24
Gujarat Region,1908,5.2,0.3,0.2,0,0.1,67.5,562.1,366,25.1,1,0,0,1027.5,5.5,0.3,1020.7,1,Normal,997,890.6,811.5,899.7,815.86
Gujarat Region,1909,0.1,0.5,0.1,5.5,2.6,160.5,415.6,242.6,143.3,1.5,0,5.5,977.8,0.6,8.2,962,7,Normal,1027.5,997,890.6,971.7,843.84
Gujarat Region,1910,0.6,0,0,0.1,0,262.6,290.2,338.5,44.7,23.1,14.8,0,974.6,0.6,0.1,936,37.9,Normal,977.8,1027.5,997,1000.7666666666667,940.88
Gujarat Region,1911,3.5,0,18.9,0,0.9,158,66.7,93.4,57.7,0.5,3.8,0.1,403.5,3.5,19.8,375.8,4.4,Drought,974.6,977.8,1027.5,993.3,973.5
Gujarat Region,1912,0.1,0,0,0.2,0.6,105.1,624.9,291.1,38.9,13.6,44.1,0,1118.5,0.1,0.8,1060,57.7,Normal,403.5,974.6,977.8,785.3,876.08
Gujarat Region,1913,0,0,0.1,0,13.5,364.5,423.2,213.8,146,1.1,0.1,0.3,1162.6,0,13.7,1147.5,1.4,Normal,1118.5,403.5,974.6,832.2,900.38
Gujarat Region,1914,0,3.7,0,0.2,5.4,222.3,488.8,137.7,234.9,8.5,6,0,1107.5,3.7,5.6,1083.7,14.4,Normal,1162.6,1118.5,403.5,894.8666666666667,927.4
Gujarat Region,1915,7.5,1.9,12.1,1.6,2.3,128.7,128.9,116.3,52.7,112.3,2.8,0.2,567.3,9.4,16,426.6,115.3,Drought,1107.5,1162.6,1118.5,1129.5333333333333,953.34
Gujarat Region,1916,0,0,0.2,0.1,8.7,126.7,168.3,418.9,193.6,32.4,4,0,952.9,0,9,907.5,36.4,Normal,567.3,1107.5,1162.6,945.8,871.88
Gujarat Region,1917,0.4,7.4,0,5.3,98.3,126.8,320.1,379.2,353.7,233.7,0,0,1524.9,7.8,103.6,1179.8,233.7,Normal,952.9,567.3,1107.5,875.9,981.76
Gujarat Region,1918,0.4,0,0.2,0,12.1,37.8,110.5,213.4,17.6,0.2,0.5,0,392.6,0.4,12.3,379.3,0.7,Drought,1524.9,952.9,567.3,1015.0333333333333,1063.04
Gujarat Region,1919,6.1,0.1,0,1.3,2.1,110,335.9,481.2,78.1,33,19.6,0,1067.4,6.2,3.5,1005.2,52.6,Normal,392.6,1524.9,952.9,956.8000000000001,909.04
Gujarat Region,1920,44.1,1.8,0,0.2,63.2,189.3,268.1,110.4,31.7,0,0,0,708.9,45.9,63.4,599.5,0,Drought,1067.4,392.6,1524.9,994.9666666666667,901.02
Gujarat Region,1921,0.8,0,0,0,0,31.1,529.7,205.4,405.1,0.4,0,0.2,1172.8,0.8,0,1171.3,0.6,Normal,708.9,1067.4,392.6,722.9666666666667,929.34
Gujarat Region,1922,2.1,0,0,0,0,130.8,314.8,106.8,314.3,5,4.1,0.7,878.7,2.1,0,866.8,9.8,Normal,1172.8,708.9,1067.4,983.0333333333333,973.32
Gujarat Region,1923,0,5.2,1.5,4,4.6,2.6,295,157.5,81.9,0.9,0,0,553.2,5.2,10.1,537,1,Drought,878.7,1172.8,708.9,920.1333333333333,844.08
Gujarat Region,1924,1.4,0,0.4,0,5.5,117.3,297.3,267,198.7,21,0,1,909.6,1.4,6,880.3,22,Normal,553.2,878.7,1172.8,868.2333333333333,876.2
Gujarat Region,1925,0,0,0.1,0,25.8,264.6,199.3,81.8,14.2,0.4,6.6,0.2,593.1,0,26,559.9,7.2,Drought,909.6,553.2,878.7,780.5,844.64
Gujarat Region,1926,6.5,0,0.9,2,8.5,20.1,406.1,471,359.1,0.1,0.1,0,1274.5,6.5,11.5,1256.4,0.2,Normal,593.1,909.6,553.2,685.3000000000001,821.48
Gujarat Region,1927,0,4.9,0,0.2,1.9,139.4,903.3,199.2,113.9,26.2,18.3,14.8,1422.1,4.9,2.1,1355.8,59.3,Normal,1274.5,593.1,909.6,925.7333333333333,841.82
Gujarat Region,1928,0,0.2,0,0,0,51.5,372.7,220.5,138.3,19.6,16.4,1.8,821,0.2,0,783,37.8,Normal,1422.1,1274.5,593.1,1096.5666666666666,950.5
Gujarat Region,1929,1.9,0,0,5.5,0.9,123.6,353.7,150.7,20.6,7.2,0.6,11.6,676.3,1.9,6.4,648.6,19.4,Drought,821,1422.1,1274.5,1172.5333333333333,1004.06
Gujarat Region,1930,2,0.2,0.2,0.1,1.1,160.2,426,152.9,102.8,48.2,0,0.9,894.7,2.2,1.5,841.9,49.1,Normal,676.3,821,1422.1,973.1333333333333,957.4
Gujarat Region,1931,0,0.1,0,0,1.7,18.4,332.5,546.3,86.4,113.6,4.2,1.3,1104.6,0.1,1.7,983.7,119.1,Normal,894.7,676.3,821,797.3333333333334,1017.72
Gujarat Region,1932,0,0,0.8,0.4,0.4,57.9,540,146.6,129.2,30.1,0.9,0.3,906.6,0,1.6,873.7,31.3,Normal,1104.6,894.7,676.3,891.8666666666667,983.74
Gujarat Region,1933,0,3.4,0.7,3.5,44.3,118.3,241.3,473.6,227.5,15.1,1.4,7.9,1137.1,3.4,48.6,1060.6,24.4,Normal,906.6,1104.6,894.7,968.6333333333333,880.64
Gujarat Region,1934,0.1,0,0.7,0.3,0,219.7,266.1,392.9,81.2,0.9,17.6,0,979.6,0.1,1.1,959.9,18.5,Normal,1137.1,906.6,1104.6,1049.4333333333334,943.86
Gujarat Region,1935,7.3,0,0,1.6,0.4,82.4,356,107.1,187.6,14.2,0.1,0.3,756.9,7.3,1.9,733.1,14.6,Drought,979.6,1137.1,906.6,1007.7666666666667,1004.52
Gujarat Region,1936,0,1.8,1.3,0,0.8,189.4,133.4,52.9,175.8,1.3,52.5,0,609.3,1.8,2.1,551.5,53.9,Drought,756.9,979.6,1137.1,957.8666666666667,976.9599999999999
